hour,total_profit,trades,win_rate
6,0.0,0,0.0
9,30645.600000000013,3996,0.15115115115115116
10,0.0,0,0.0
11,0.0,0,0.0
12,1965.7999999999981,1748,0.2225400457665904
13,18066.999999999964,6625,0.5203018867924528
14,0.0,0,0.0
15,17732.199999999993,3697,0.37625101433594804
16,8308.400000000001,3154,0.8880786303107165
17,7978.000000000001,2755,0.2352087114337568
18,0.0,0,0.0
19,0.0,0,0.0
