hour,total_profit,trades,win_rate
9,445.0,2131,0.3725950258094791
10,27651.0,2878,0.5312717164697707
11,64450.0,6931,0.8420141393738277
12,31286.0,2763,0.3496199782844734
13,7478.0,4083,0.7793289248101886
14,0.0,0,0.0
15,13074.0,4576,0.6494755244755245
16,0.0,0,0.0
17,6846.0,2394,0.1746031746031746
18,0.0,0,0.0
