hour,total_profit,trades,win_rate
9,0.0,0,0.0
10,29573.340000000004,1954,0.22569089048106447
11,45232.22,1993,0.42799799297541397
12,41701.47999999999,2822,0.44294826364280654
13,40061.920000000006,2576,0.5718167701863354
14,15232.539999999997,2559,0.21453692848769051
15,16974.16,2212,0.5022603978300181
16,21110.059999999998,1850,0.4578378378378378
17,29501.219999999998,4869,0.403573629081947
18,0.0,0,0.0
