hour,sharpe_ratio,profit_factor,win_rate,max_drawdown,total_return,trades,sl,position_type,rsi_high,tp,allowed_hours,length_rsi,rsi_low
9,-0.044076836075608264,0.9796138460923401,0.3474232773595831,12.273533742257811,-471544.3876218866,1727,0.12219486473694867,both,80.0,0.2219902254711933,[9],9.0,35.0
10,0.07116382309716578,1.0242751874733285,0.41743503772003354,6.988927332869907,467432.0384927952,2386,0.08047345059268057,short,78.0,0.11167844977477497,[10],10.0,43.0
