hour,total_profit,trades,win_rate
9,29869.0,3589,0.6310950125383115
10,0.0,0,0.0
11,0.0,0,0.0
12,0.0,0,0.0
13,0.0,0,0.0
14,0.0,0,0.0
15,0.0,0,0.0
16,0.0,0,0.0
17,11204.0,4668,0.2808483290488432
18,0.0,0,0.0
