hour,total_profit,trades,win_rate
9,0.0,0,0.0
10,0.0,0,0.0
11,35349.0,2690,0.31895910780669146
12,34402.0,5105,0.5618021547502449
13,0.0,0,0.0
14,0.0,0,0.0
15,0.0,0,0.0
16,0.0,0,0.0
17,0.0,0,0.0
18,0.0,0,0.0
